"Country Name"	"Country Code"	"Indicator Name"	"Indicator Code"	"1960"	"1961"	"1962"	"1963"	"1964"	"1965"	"1966"	"1967"	"1968"	"1969"	"1970"	"1971"	"1972"	"1973"	"1974"	"1975"	"1976"	"1977"	"1978"	"1979"	"1980"	"1981"	"1982"	"1983"	"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"	
"Europe & Central Asia"	"ECS"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10055231362089.9"	"10312169060421.6"	"10358670702869.6"	"10460614655539.1"	"10658881570500.5"	"11082565874584.1"	"11482467065854.3"	"12001513800886.6"	"12261361524201"	"12760122078520.5"	"13762104709413.3"	"14480372656963.4"	"15197230012483.7"	"15827970835788.7"	"16857413488242.8"	"17820357483613.3"	"19799556889360"	"21295770735302.7"	"22841513574555.2"	"22301752161443.3"	"23345421676954.4"	"24814758987855.3"	"25584975541111.5"	"26859634383943.3"	"27656342726282.4"	"28181441997260.8"	"29593672237474.9"	"31305422449219.5"	"33000227054672"	"35536755059210.6"	"35128228330073.4"	"39115540664721.6"	"43583547731285.6"	"45266108559830.9"	"48010359906209.6"	
"Ecuador"	"ECU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"48509374310.1723"	"52301972485.6436"	"54624884604.5305"	"57023088914.9207"	"60720677524.1144"	"63390241508.2703"	"65668623965.6413"	"69692104103.5971"	"72777447681.3809"	"70309306293.936"	"72686975974.3864"	"77449916534.0997"	"82529602905.0081"	"86586563566.9922"	"94989974958.5495"	"103257283379.247"	"111062338431.439"	"116241429373.079"	"126259252159.8"	"128423995876.255"	"135221979010.463"	"149717191250.669"	"159529618331.811"	"178551197058.881"	"189785459977.46"	"176939941130.612"	"179600489638.442"	"197653047823.802"	"207780861915.153"	"217496140458.277"	"202250004868.163"	"238844767157.606"	"270888879826.819"	"286216244218.746"	"287270811094.559"	
"Egypt	 Arab Rep."	"EGY"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"208244358290.751"	"217709637013.977"	"232630679363.573"	"245052864052.909"	"260229492024.624"	"278020042627.347"	"297233526881.847"	"318965802269.451"	"340534346947.101"	"366258989191.973"	"398414667935.3"	"421787842946.805"	"438580660855.344"	"461522018276.761"	"493326417151.093"	"531546430157.557"	"585438475442.19"	"643918589101.344"	"703293511346.066"	"740703144634.656"	"788293878691.105"	"818754235836.905"	"963511290996.558"	"1002088457671.01"	"1000296471586.54"	"1085943366513.33"	"1084107404691.64"	"1153591166057.27"	"1302980395024.57"	"1437311654157.39"	"1665073256894.19"	"1728601012503.64"	"1973837735890.74"	"2121756770377.81"	"2225198389821.18"	
"Euro area"	"EMU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5375941936963.86"	"5680162236009.16"	"5866524672636.44"	"5958173511485.36"	"6235574381441.69"	"6520372503460.15"	"6740300685782.5"	"7027950695798.93"	"7376996966125.31"	"7686591173390.63"	"8192987974064.02"	"8611490277075.56"	"8994988926063.44"	"9200649376461.46"	"9617438357541.58"	"10012038414718.3"	"10892768527955.2"	"11590047924730.3"	"12086540496481.2"	"11829052922394.8"	"12190364948893"	"12743812695057.3"	"12888888187992.4"	"13346011196457.6"	"13729621570765.9"	"14155242076182.4"	"15049650668819.6"	"15803523363701.1"	"16505189116951.5"	"17754723935957.8"	"17242190648381.5"	"18814423060195.5"	"20894451742393.5"	"21535026548830.6"	"22775792234798.5"	
"Eritrea"	"ERI"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1835746157.5835"	"2132109180.8167"	"2639758595.45651"	"2772142458.71416"	"3084261045.56791"	"3385578350.49165"	"3484314347.36868"	"3534097149.69259"	"3500595221.9535"	"3892811387.01351"	"4072119264.48391"	"4042244997.87831"	"4211205244.65054"	"4455060340.19208"	"4547936344.15724"	"4737800725.39796"	"4356653615.89166"	"4553452013.79407"	"4709915124.3725"	"5224331270.24732"	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Spain"	"ESP"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"531181732618.107"	"563126159099.33"	"581311337153.544"	"588951665116.061"	"615863755657.61"	"646116288831.146"	"676728755428.961"	"716994973846.872"	"767527965859.34"	"805240729968.48"	"875357033268.134"	"937713874448.508"	"1010011962624.88"	"1057244126223.95"	"1122978613947.74"	"1206123912941.78"	"1365452811269.53"	"1471560026439.27"	"1532566796443.4"	"1492955355627.23"	"1481528092978.47"	"1496494330856.19"	"1490647159038.59"	"1519934795494.96"	"1568558742313.46"	"1635832322642.58"	"1747416921343.7"	"1854710948435.34"	"1918771506082.64"	"2075228716950.46"	"1862544224980.41"	"2099468112223.22"	"2411673616292.85"	"2573555479216.76"	"2778406789838.98"	
"Estonia"	"EST"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11731036820.9006"	"11157556653.3379"	"8996091939.08822"	"8680667567.64539"	"8720407484.09625"	"9302781760.0801"	"9752450058.03815"	"11165373440.4375"	"11713738135.1008"	"11694825363.5915"	"13163087062.2361"	"14311462708.227"	"16092414317.885"	"18006762793.7235"	"19811437600.6564"	"22540852088.499"	"26058600905.5404"	"29764911796.7833"	"30490357853.7946"	"27328535102.0527"	"28782111932.212"	"32724505473.0258"	"34710887167.1947"	"36681375664.2114"	"38652432196.4736"	"39094673598.3447"	"42036565381.3875"	"45458506883.4267"	"49073092321.7703"	"53853984376.4777"	"54074496993.4123"	"58895787305.748"	"64477259538.1489"	"64116051940.5513"	"67685292223.1433"	
"Ethiopia"	"ETH"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19854533229.2773"	"19060938703.7293"	"17804582875.0809"	"20622102319.9041"	"21734309024.8445"	"23549705162.6592"	"26960746268.6034"	"28285165267.7925"	"27613919163.1929"	"29450325798.9909"	"31946530373.3769"	"35377560875.1542"	"36471526727.2564"	"36387745408.3274"	"42437815732.1149"	"48941322953.3499"	"55916777553.4094"	"64011179928.3213"	"72283405444.177"	"79131265198.0314"	"90145031678.7076"	"102289393957.91"	"112944326945.938"	"123330855990.703"	"150119415264.863"	"169575372912.615"	"198234264745.131"	"219853609796.202"	"236067178129.627"	"259534702292.272"	"286209788226.356"	"316145121458.38"	"356708609996.737"	"393913047366.849"	"434151095749.397"	
"European Union"	"EUU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6295233766598.18"	"6563062076715.38"	"6757436237352.53"	"6875679425918.01"	"7210998371178.75"	"7567498022747.78"	"7833989176721.16"	"8153592170944.99"	"8548887581668.86"	"8905957735394.18"	"9491283032703.69"	"9979014279822.91"	"10440451223684.2"	"10707973008385.3"	"11254358075604.2"	"11720000893066.2"	"12779849585084.7"	"13664154155764.7"	"14351337640996.4"	"14102207852929.1"	"14595150561044.7"	"15309180871784.1"	"15529146180037.2"	"16064276441253.7"	"16558110383037.2"	"17121005793547"	"18196439165410.7"	"19171203616591.9"	"20094578520008.7"	"21712490530347.3"	"21256084869564.2"	"23190420066236.7"	"25751599438185.9"	"26517266719943.4"	"28119099730184.9"	
"Fragile and conflict affected situations"	"FCS"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1312102609201.72"	"1368468420332.03"	"1406738715137.38"	"1405600571367.45"	"1365426092125.66"	"1389350507376.31"	"1440883992463"	"1540234703852.23"	"1623283366115.34"	"1673275380783.86"	"1811047062392.91"	"1933471510146.36"	"2009156124151.22"	"2027474427185.06"	"2362179149850.29"	"2593323286250.13"	"2854450252987.92"	"3125961559423.53"	"3350143884210.29"	"3409673204902.93"	"3643438217361.03"	"3773196654348.39"	"4047129347409"	"4336982160252.52"	"4479773323389.72"	"4403145533809.78"	"4540635239666.21"	"4899645534644.92"	"5154875926212.77"	"5498338750286.79"	"5430051226550.85"	"5858179439198.94"	"6212824002312.53"	"6589640458701.96"	"6917434042034.73"	
"Finland"	"FIN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"90427763363.2559"	"87992313720.0906"	"87022566994.321"	"88390134913.4322"	"93856259499.9358"	"99882215803.7782"	"102798877021.789"	"111955995483.917"	"121459519208.659"	"127906519615.7"	"138603940251.911"	"144231939216.59"	"148717655863.497"	"151419337968.314"	"163115261980.532"	"168125347142.81"	"181410895505.158"	"200147870113.973"	"212967520899"	"202709787089.751"	"208905524120.84"	"220089124654.258"	"220560377327.338"	"224769897399.589"	"226909976741.879"	"231615508030.819"	"244883896491.636"	"260179677811.909"	"271632312186.529"	"288648091314.829"	"294705726881.034"	"314676442275.461"	"340851311803.993"	"344041186768.172"	"361295951878.505"	
"Fiji"	"FJI"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3001676177.28985"	"3019401032.06663"	"3276589578.71867"	"3425702122.55808"	"3677288877.16243"	"3848249869.1056"	"4106799989.16978"	"4085712012.47672"	"4185341132.82363"	"4618089730.03335"	"4642412676.47871"	"4841884330.04849"	"5074474972.6997"	"5226407655.18535"	"5651398687.34542"	"5869395918.68055"	"6162481162.64528"	"6275597063.31853"	"6462572382.06711"	"6412306118.74272"	"6681999175.85048"	"7004342996.72475"	"7506413307.91264"	"8102523430.73699"	"9649562167.42731"	"10581376674.9008"	"10814482491.4027"	"11562837174.1424"	"11908855223.9778"	"11873649829.2699"	"9805010161.85803"	"9462683261.20136"	"11936204371.3733"	"13533343300.6224"	"14349990809.7"	
"France"	"FRA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1017918131665.62"	"1064399725552.88"	"1105738915576.17"	"1127154785825.03"	"1178993308760.93"	"1231773982403.26"	"1270414110757.59"	"1330389770082.69"	"1400106907159.24"	"1464382542213.3"	"1583999694706.05"	"1678300037622.89"	"1752380317938.26"	"1744718780179.86"	"1813824938509.25"	"1922671524499.76"	"2063300819387.21"	"2180893232947.32"	"2256557852935.91"	"2243175421296.4"	"2335191628255.22"	"2450959100790.27"	"2473391243170.39"	"2612419376499.27"	"2666947056893.25"	"2722896108490.27"	"2861145268728.43"	"2975787193760.88"	"3114875305157.86"	"3445276604424.65"	"3345024904336.18"	"3562923665911.39"	"3823961003427.32"	"3982377923514.52"	"4201559866305.39"	
"Faroe Islands"	"FRO"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1998199787.80028"	"1918979131.17117"	"1934923023.29485"	"2045272662.96326"	"2230891736.82277"	"2401726483.99146"	"2576292786.11625"	"2625111870.01827"	"2686800585.70181"	"2830966519.25388"	"3005353972.7185"	"3222676562.5199"	"3240676994.6779"	"3646874430.17944"	"4057722183.14699"	"4336519909.68872"	"4478853899.57865"	
"Micronesia	 Fed. Sts."	"FSM"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"169029233.551652"	"187724426.646146"	"199697879.604258"	"221073420.633508"	"224586861.309466"	"245379617.825018"	"241528602.029769"	"230433422.992456"	"239633608.946545"	"245767902.488987"	"262958198.426687"	"273773184.45451"	"279259913.503852"	"289793270.534772"	"288091929.782119"	"304000788.830248"	"312752127.118244"	"315688511.211462"	"313457999.009377"	"318855816.220474"	"329399054.818601"	"348915595.277448"	"349391500.472549"	"342273985.081969"	"339230370.1671"	"357558401.393209"	"364359190.367116"	"378953658.679195"	"387635071.199995"	"410115828.643992"	"408613414.302432"	"440514748.635775"	"458207653.413731"	"476846690.968941"	"491888696.928694"	
"Gabon"	"GAB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11757612733.8091"	"12898222054.5417"	"12784496983.8552"	"13604037704.1721"	"14410380028.6111"	"15444299194.9321"	"16297161147.8326"	"17529515073.7101"	"18343022247.1015"	"16940894455.8258"	"16998421652.8646"	"17752302023.4446"	"17983275720.5166"	"18750444795.4871"	"19387429857.7863"	"20530429168.5376"	"20569582356.7902"	"22396190414.5224"	"22072461364.6681"	"22237544766.3983"	"24103571966.9166"	"26345487003.7203"	"27000996624.1983"	"27735514310.3286"	"29386488339.4855"	"29199274580.0253"	"29399527403.7982"	"31914848308.0448"	"34140586624.1111"	"36169088370.7584"	"33623700958.86"	"44025399637.0671"	"48596848106.4899"	"51573449028.293"	"54613295567.2531"	
"United Kingdom"	"GBR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"976325796619.738"	"998208368444.485"	"1025052535905.89"	"1075475712162.61"	"1140688764185.98"	"1194092093587.88"	"1276092434676.89"	"1345091654521.78"	"1385425367480.76"	"1437339061115.79"	"1562409690541.96"	"1650357031262.37"	"1727031050462.62"	"1808366865946.19"	"1922940594923.09"	"1976697912294.61"	"2113503098384.48"	"2178376960471.15"	"2271085135764.89"	"2181122499274.74"	"2290198529537.39"	"2354769903633.16"	"2442462879506.98"	"2562195072837.32"	"2666661894153.29"	"2767977872942.74"	"2892297884267.13"	"3041891554350.64"	"3129649825363.45"	"3335878386954.67"	"3219066303872.09"	"3416480549650.65"	"3957840318954.8"	"3966748015298.24"	"4196506479513.42"	
"Georgia"	"GEO"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"28022459545.8336"	"22857472829.4998"	"12881529747.2177"	"9323090781.77196"	"8532021446.72769"	"8937096710.89684"	"10120225606.8271"	"11377833455.4344"	"11862555570.6286"	"12375370151.8663"	"12888609494.7752"	"13812366303.4007"	"14794851741.4758"	"16755117267.3118"	"18202347365.1109"	"20573625162.1065"	"23206197564.9782"	"26832289624.2339"	"28011563812.9666"	"27155393525.016"	"29202260397.809"	"32169542974.1089"	"37512405545.4749"	"40140934055.4256"	"43780102412.4376"	"45707843451.6546"	"48700949298.4327"	"51144255243.8394"	"55979867879.6125"	"62387596154.4602"	"62509091761.2555"	"70150781357.7257"	"83387742354.0657"	"93154469864.0276"	"104642240849.64"	
"Ghana"	"GHA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"24333557878.9633"	"26485194122.332"	"28139639378.7039"	"30203762449.6286"	"31866678827.5757"	"33872792081.098"	"36080446541.4589"	"38242808822.1086"	"40490370239.6038"	"42870134747.5041"	"45463352404.9227"	"48346528033.264"	"51307232650.7283"	"55040849301.8123"	"59686118924.2188"	"65189447865.4801"	"71500511453.8474"	"76629846715.9998"	"85252849111.8402"	"89934208912.4295"	"98218051387.4992"	"114325851683.939"	"131897589316.568"	"142807202863.437"	"154709158599.11"	"148971921853.893"	"147108962613.394"	"155172026664.996"	"169624926668.068"	"187633394275.742"	"192835182975.95"	"214867175690.96"	"238944324844.797"	"255315535798.758"	"276107757820.439"	
"Gibraltar"	"GIB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Guinea"	"GIN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5602693986.86186"	"5943540339.27609"	"6277825361.81855"	"6750798732.43472"	"7168677698.38533"	"7656217335.57205"	"8144226203.75513"	"8713947849.10115"	"9132996537.35455"	"9615314262.98559"	"10079248843.9752"	"10683238861.2839"	"11409577515.5017"	"11780111222.0163"	"12379970119.8228"	"13150834368.1347"	"13717651667.8331"	"15049832151.653"	"15973795087.6796"	"15891883770.6773"	"16859245457.7221"	"18172750157.873"	"19549354005.3136"	"20615455554.0816"	"21491243355.9802"	"22706690384.7223"	"27228620630.0338"	"33281442968.4819"	"36138275786.6167"	"40482435336.7228"	"44550864730.0015"	"51260936277.8168"	"57097045519.8568"	"62429641817.0929"	"67360031599.7472"	
"Gambia	 The"	"GMB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1486411780.51621"	"1584424654.90462"	"1675284097.38928"	"1766651123.3437"	"1807157606.49071"	"1861318595.95657"	"1937539928.94458"	"2067528417.16594"	"2163941394.14369"	"2335015317.74034"	"2519242915.67478"	"2725374631.10742"	"2677775681.83677"	"2918238592.21455"	"3207980821.58424"	"3230757093.78658"	"3311885363.61459"	"3505132466.6855"	"3796168816.01996"	"4074185715.80941"	"4367340722.33129"	"4095033765.28765"	"4218609873.37637"	"4221821464.50145"	"4185554930.44809"	"4427516234.00185"	"4596488156.16964"	"4775616329.45243"	"5465023570.59128"	"5949796066.17881"	"6366827515.11477"	"7155630814.36372"	"8086871860.16496"	"8873570561.292"	"9592648674.00752"	
"Guinea-Bissau"	"GNB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"802402814.258732"	"871845030.560655"	"901521952.901942"	"942271661.500938"	"993187544.320198"	"1058628103.39387"	"1203058146.12637"	"1303351534.4229"	"1022164894.00822"	"1210939006.20302"	"1251994643.27975"	"1341455004.20384"	"1412078755.67256"	"1435840348.18205"	"1491730323.36863"	"1639425115.40234"	"1735045770.99008"	"1827670101.12209"	"1947171584.6124"	"2007141164.368"	"2145408523.39767"	"2366706434.42818"	"2315038823.09405"	"2401201175.1458"	"2534913686.70368"	"3090468072.90842"	"3342056307.07795"	"3907712651.79045"	"3955763485.57032"	"4422028874.42379"	"4710600499.14601"	"5193977456.93366"	"5871978736.55807"	"6437778089.58964"	"6866834845.4069"	
"Equatorial Guinea"	"GNQ"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"273843663.268732"	"280210534.632864"	"386174865.28148"	"438945895.640164"	"523047695.182309"	"627393538.151392"	"1064245681.00001"	"2706202413.01553"	"3387232895.78318"	"4316766985.81991"	"5218606639.75972"	"8718135555.28428"	"10576779293.119"	"12290755429.2807"	"17417184474.3373"	"20971910438.4562"	"23284349080.2585"	"27569927684.1939"	"33102869198.9953"	"33754473545.505"	"31115770392.9378"	"33829572382.0227"	"38819917942.1185"	"37572294947.8452"	"38043505840.31"	"28320531411.9553"	"25110506259.4845"	"28802412248.0502"	"29763387484.0751"	"27476690018.3343"	"23476322655.934"	"29585328380.1352"	"32716287050.0915"	"32168599846.5359"	"33245374421.9212"	
"Greece"	"GRC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"133756985628.118"	"142567117906.849"	"146836642847.327"	"147912201618.687"	"154092217257.255"	"160626689070.923"	"167327585318.46"	"177260285546.671"	"186884479565.378"	"191106293072.719"	"203320308860.245"	"220567406485.432"	"239683510642.31"	"254138433443.691"	"272004077789.009"	"274724928629.46"	"309475181924.128"	"319266852235.036"	"337220235581.276"	"332630577199.614"	"309638809529.415"	"285313440265.409"	"271519220404.783"	"282144538291.678"	"288106298935.587"	"287996160333.187"	"296388230996.636"	"308462278341.892"	"319754656488.279"	"342312014300.186"	"315962662965.275"	"354397719330.584"	"406715086017.971"	"428522833617.814"	"457879263225.249"	
"Grenada"	"GRD"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"455099745.107166"	"477009219.203814"	"483726983.713136"	"485492969.146851"	"504256860.935439"	"525792723.958719"	"559181891.649174"	"597354064.139088"	"675066615.264684"	"731847002.600278"	"785007409.909183"	"786437834.135461"	"826111531.012825"	"922148126.244793"	"940814495.556417"	"1099133928.52618"	"1087761179.76988"	"1185644561.14748"	"1219939433.46284"	"1146288151.07891"	"1154288423.97651"	"1187112475.33669"	"1192607537.06932"	"1270986763.9944"	"1395680065.58143"	"1515375642.68552"	"1609230218.33648"	"1736355201.91495"	"1848147434.9335"	"1907436734.74985"	"1670787843.20161"	"1784188797.38537"	"2051119516.08062"	"2221113229.21773"	"2364980517.21541"	
"Greenland"	"GRL"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1138268535.10499"	"1175427420.43495"	"1140760141.31189"	"1109083671.8962"	"1199873985.2102"	"1270709082.62063"	"1313765865.08662"	"1356052115.42304"	"1477676926.71743"	"1519236309.26908"	"1663983935.14858"	"1723043712.54204"	"1732825867.64952"	"1845317864.03261"	"2025815684.1026"	"2193539586.33793"	"2386809292.62872"	"2509143534.36503"	"2715185515.97237"	"2755589487.5574"	"2837491311.00522"	"2881652503.28138"	"2976237573.23712"	"2987592053.04785"	"3183767613.13363"	"3132039400.2811"	"3309838081.16792"	"3370887241.18687"	"3462603876.34978"	"3613246574.50507"	"3663823635.61473"	"3926166709.012"	"4290395274.14051"	"4483270596.14879"	""	
"Guatemala"	"GTM"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"30048855037.3664"	"32201487447.2571"	"34528834462.0629"	"36735414324.0785"	"39033239581.1604"	"41823722606.3828"	"43849117690.2458"	"46551887135.0999"	"49425774388.7624"	"52053545117.006"	"55153756305.7772"	"57711118585.2877"	"60858073596.4633"	"63648563721.6105"	"67411075860.0797"	"71802368042.9119"	"77977560457.7367"	"85166064066.3275"	"89665975171.2427"	"90649270399.0407"	"94397176368.9234"	"100356396780.438"	"109525436435.117"	"118481654943.319"	"129165026045.901"	"142691593676.742"	"149695829653.575"	"158386879169.756"	"167560702050.443"	"183966454372.629"	"190017078585.484"	"208106522477.527"	"232272545795.886"	"249132479876.926"	"264474724767.092"	
"Guam"	"GUM"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Guyana"	"GUY"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2265886845.433"	"2484421279.26989"	"2738168417.95947"	"3032225989.10271"	"3361216618.89693"	"3604354552.51614"	"3962336483.63007"	"4279786834.39556"	"4255216160.92432"	"4443174972.49652"	"4481852741.84704"	"4687235406.86868"	"4813988685.11215"	"4877995825.19702"	"5087480361.73336"	"5144629329.77797"	"5575318912.16119"	"6138165415.04716"	"6366244373.57373"	"6636845682.44438"	"6995502297.45768"	"7510830548.78362"	"7930672473.7072"	"8400150803.44364"	"8405904168.05223"	"8656533235.33949"	"8793308785.64102"	"9408659458.00787"	"9848942431.25036"	"10694269146.4903"	"13581364399.677"	"18646751960.8246"	"32628001896.9885"	"45225503511.8058"	"66615811223.819"	
"High income"	"HIC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19921512709413.8"	"20760838355864.4"	"21518806734905.1"	"22243312475510.1"	"23331369782942"	"24471313426025.6"	"25658706130289.2"	"26970529479742.5"	"27978657722331.7"	"29346875515460.6"	"31462412940309.8"	"32769294467348.9"	"34119843575621.6"	"35639811900211.1"	"37972249044305.7"	"40261599052511.7"	"43555253732165.6"	"46228390914066.3"	"48291744111378.8"	"47302553277175"	"49473697426562.1"	"52025644624099.5"	"53878128481991.6"	"56104456135293.3"	"57847041760553.2"	"58907224391333.7"	"60870118089267.9"	"63813003768675"	"67183369255142.6"	"70726026271944.5"	"69510671223187.9"	"77218602399697.6"	"85376433515318.1"	"89364287563729.8"	"94233527265568.8"	
"Hong Kong SAR	 China"	"HKG"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"104116928632.983"	"113775450679.723"	"123623739877.131"	"134401797648.8"	"145557323376.152"	"152136902367.603"	"161519434072.855"	"172683949007.211"	"164352134261.883"	"170856092516.164"	"188116352631.448"	"193430979000.252"	"199691227523.039"	"209857479600.441"	"234249512161.39"	"259443744571.082"	"286253079192.314"	"313015495834.271"	"325835433294.919"	"319782910458.526"	"345574111592.467"	"369685331700.329"	"372875436044.484"	"384196203206.691"	"394115663343.846"	"408626637207.136"	"416436291872.847"	"438127783294.236"	"453865391644.541"	"459644295764.893"	"435300511002.663"	"488411631115.747"	"503958076266.267"	"538923989892.09"	"565782122754.95"	
